video_id,frame_no,parsed_json,schema_conformant,node_tp,node_fp,node_fn,node_precision,node_recall,node_f1,edge_tp,edge_fp,edge_fn,edge_precision,edge_recall,edge_f1,box_mean_iou,box_median_iou,box_std_iou,box_min_iou,box_max_iou,box_match_count,box_iou@0.5_coverage,box_iou@0.75_coverage,composite_hits_gt,composite_hits_pred,composite_fn_explained_pct,composite_fp_explained_pct,composite_adj_recall,gen_wall_time_s
3rtzSsuJ4Ng,143,1,1,7,4,4,0.6363636363636364,0.6363636363636364,0.6363636363636364,1,7,8,0.125,0.1111111111111111,0.11764705882352941,0.555152952671051,0.5714285969734192,0.10782789438962936,0.35555556416511536,0.6758474707603455,7,0.7142857142857143,0.0,0,0,0.0,0.0,0.6363636363636364,42.927375
3rtzSsuJ4Ng,163,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.023004
4eWzsx1vAi8,64,1,1,4,2,3,0.6666666666666666,0.5714285714285714,0.6153846153846153,1,7,5,0.125,0.16666666666666666,0.14285714285714288,0.35756751894950867,0.3316611051559448,0.06541969627141953,0.3030303120613098,0.4639175236225128,4,0.0,0.0,0,0,0.0,0.0,0.5714285714285714,28.273343
4eWzsx1vAi8,66,1,1,4,3,3,0.5714285714285714,0.5714285714285714,0.5714285714285714,0,5,7,0.0,0.0,0.0,0.46664437651634216,0.4318181872367859,0.12069687247276306,0.3529411852359772,0.6499999761581421,4,0.5,0.0,0,0,0.0,0.0,0.5714285714285714,27.72226
4eWzsx1vAi8,94,1,1,4,0,0,1.0,1.0,1.0,3,2,0,0.6,1.0,0.7499999999999999,0.705291748046875,0.6546311378479004,0.18101254105567932,0.511904776096344,1.0,4,1.0,0.25,0,0,0.0,0.0,1.0,20.137719
4eWzsx1vAi8,196,1,1,5,4,4,0.5555555555555556,0.5555555555555556,0.5555555555555556,3,5,5,0.375,0.375,0.375,0.697024405002594,0.7142857313156128,0.10522264987230301,0.534246563911438,0.8571428656578064,5,1.0,0.2,0,0,0.0,0.0,0.5555555555555556,37.103098
8fVUcbC8MgM,24,1,1,6,6,6,0.5,0.5,0.5,0,10,8,0.0,0.0,0.0,0.6103174686431885,0.5982142686843872,0.18796919286251068,0.375,0.8571428656578064,6,0.6666666666666666,0.3333333333333333,1,1,16.666666666666664,16.666666666666664,0.5833333333333334,49.279144
8fVUcbC8MgM,73,1,1,4,5,3,0.4444444444444444,0.5714285714285714,0.5,1,5,6,0.16666666666666666,0.14285714285714285,0.15384615384615383,0.5664925575256348,0.5329851508140564,0.16873039305210114,0.4000000059604645,0.800000011920929,4,0.5,0.25,0,0,0.0,0.0,0.5714285714285714,35.003236
8fVUcbC8MgM,231,1,1,6,7,4,0.46153846153846156,0.6,0.5217391304347826,0,13,9,0.0,0.0,0.0,0.5007014870643616,0.47115200757980347,0.14475640654563904,0.3333333432674408,0.800000011920929,6,0.3333333333333333,0.16666666666666666,0,0,0.0,0.0,0.6,54.116605
8fVUcbC8MgM,286,1,1,7,1,1,0.875,0.875,0.875,2,5,4,0.2857142857142857,0.3333333333333333,0.30769230769230765,0.7001590132713318,0.75,0.12508359551429749,0.43478259444236755,0.84375,7,0.8571428571428571,0.5714285714285714,0,0,0.0,0.0,0.875,33.352078
Aa4rc5Exz24,50,1,1,6,2,1,0.75,0.8571428571428571,0.7999999999999999,2,4,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6727027893066406,0.6772214770317078,0.1925209015607834,0.37037035822868347,1.0,6,0.8333333333333334,0.3333333333333333,0,0,0.0,0.0,0.8571428571428571,31.830834
